Year,CollegeName,Branch,Category,ClosingRank
2020,1 E001 University Visveswariah College of Engineering Bangalore,CE Civil,1G,17449
2020,1 E001 University Visveswariah College of Engineering Bangalore,CE Civil,1R,18116
2020,1 E001 University Visveswariah College of Engineering Bangalore,CE Civil,2AG,19351
2020,1 E001 University Visveswariah College of Engineering Bangalore,CE Civil,2AK,20184
2020,1 E001 University Visveswariah College of Engineering Bangalore,CE Civil,2AR,20978
2020,1 E001 University Visveswariah College of Engineering Bangalore,CE Civil,2BG,19402
2020,1 E001 University Visveswariah College of Engineering Bangalore,CE Civil,2BR,26568
2020,1 E001 University Visveswariah College of Engineering Bangalore,CE Civil,3AG,13963
2020,1 E001 University Visveswariah College of Engineering Bangalore,CE Civil,3AR,17386
2020,1 E001 University Visveswariah College of Engineering Bangalore,CE Civil,3BG,18003
2020,1 E001 University Visveswariah College of Engineering Bangalore,CE Civil,3BR,18513
2020,1 E001 University Visveswariah College of Engineering Bangalore,CE Civil,GM,13273
2020,1 E001 University Visveswariah College of Engineering Bangalore,CE Civil,GMK,14891
2020,1 E001 University Visveswariah College of Engineering Bangalore,CE Civil,GMR,17226
2020,1 E001 University Visveswariah College of Engineering Bangalore,CE Civil,SCG,22682
2020,1 E001 University Visveswariah College of Engineering Bangalore,CE Civil,SCK,27416
2020,1 E001 University Visveswariah College of Engineering Bangalore,CE Civil,SCR,26086
2020,1 E001 University Visveswariah College of Engineering Bangalore,CE Civil,STG,17403
2020,1 E001 University Visveswariah College of Engineering Bangalore,CS Computers,1G,3481
2020,1 E001 University Visveswariah College of Engineering Bangalore,CS Computers,1R,4395
2020,1 E001 University Visveswariah College of Engineering Bangalore,CS Computers,2AG,3692
2020,1 E001 University Visveswariah College of Engineering Bangalore,CS Computers,2AK,6152
2020,1 E001 University Visveswariah College of Engineering Bangalore,CS Computers,2AR,4045
2020,1 E001 University Visveswariah College of Engineering Bangalore,CS Computers,2BG,2935
2020,1 E001 University Visveswariah College of Engineering Bangalore,CS Computers,3AG,1795
2020,1 E001 University Visveswariah College of Engineering Bangalore,CS Computers,3AR,3623
2020,1 E001 University Visveswariah College of Engineering Bangalore,CS Computers,3BG,2133
2020,1 E001 University Visveswariah College of Engineering Bangalore,CS Computers,GM,1577
2020,1 E001 University Visveswariah College of Engineering Bangalore,CS Computers,GMK,2625
2020,1 E001 University Visveswariah College of Engineering Bangalore,CS Computers,GMR,3310
2020,1 E001 University Visveswariah College of Engineering Bangalore,CS Computers,SCG,9093
2020,1 E001 University Visveswariah College of Engineering Bangalore,CS Computers,SCK,10275
2020,1 E001 University Visveswariah College of Engineering Bangalore,CS Computers,SCR,12516
2020,1 E001 University Visveswariah College of Engineering Bangalore,CS Computers,STG,6474
2020,1 E001 University Visveswariah College of Engineering Bangalore,EC Electronics,1G,4205
2020,1 E001 University Visveswariah College of Engineering Bangalore,EC Electronics,2AG,5304
2020,1 E001 University Visveswariah College of Engineering Bangalore,EC Electronics,2AR,7279
2020,1 E001 University Visveswariah College of Engineering Bangalore,EC Electronics,2BG,6738
2020,1 E001 University Visveswariah College of Engineering Bangalore,EC Electronics,2BK,10462
2020,1 E001 University Visveswariah College of Engineering Bangalore,EC Electronics,3AG,3931
2020,1 E001 University Visveswariah College of Engineering Bangalore,EC Electronics,3BG,3923
2020,1 E001 University Visveswariah College of Engineering Bangalore,EC Electronics,GM,3525
2020,1 E001 University Visveswariah College of Engineering Bangalore,EC Electronics,GMK,6482
2020,1 E001 University Visveswariah College of Engineering Bangalore,EC Electronics,GMR,4802
2020,1 E001 University Visveswariah College of Engineering Bangalore,EC Electronics,SCG,11773
2020,1 E001 University Visveswariah College of Engineering Bangalore,EC Electronics,SCR,19020
2020,1 E001 University Visveswariah College of Engineering Bangalore,EC Electronics,STG,8554
2020,1 E001 University Visveswariah College of Engineering Bangalore,EC Electronics,STR,15216
2020,1 E001 University Visveswariah College of Engineering Bangalore,EE Electrical,1G,10704
2020,1 E001 University Visveswariah College of Engineering Bangalore,EE Electrical,2AG,10754
2020,1 E001 University Visveswariah College of Engineering Bangalore,EE Electrical,2AK,11328
2020,1 E001 University Visveswariah College of Engineering Bangalore,EE Electrical,2AR,13654
2020,1 E001 University Visveswariah College of Engineering Bangalore,EE Electrical,2BG,8922
2020,1 E001 University Visveswariah College of Engineering Bangalore,EE Electrical,3AG,8967
2020,1 E001 University Visveswariah College of Engineering Bangalore,EE Electrical,3BG,10247
2020,1 E001 University Visveswariah College of Engineering Bangalore,EE Electrical,3BR,11606
2020,1 E001 University Visveswariah College of Engineering Bangalore,EE Electrical,GM,8070
2020,1 E001 University Visveswariah College of Engineering Bangalore,EE Electrical,GMK,11015
2020,1 E001 University Visveswariah College of Engineering Bangalore,EE Electrical,GMR,9943
2020,1 E001 University Visveswariah College of Engineering Bangalore,EE Electrical,SCG,22818
2020,1 E001 University Visveswariah College of Engineering Bangalore,EE Electrical,SCK,26531
2020,1 E001 University Visveswariah College of Engineering Bangalore,EE Electrical,SCR,24995
2020,1 E001 University Visveswariah College of Engineering Bangalore,EE Electrical,STG,12180
2020,1 E001 University Visveswariah College of Engineering Bangalore,IE Info.Science,1G,6821
2020,1 E001 University Visveswariah College of Engineering Bangalore,IE Info.Science,2AG,6867
2020,1 E001 University Visveswariah College of Engineering Bangalore,IE Info.Science,2AR,8990
2020,1 E001 University Visveswariah College of Engineering Bangalore,IE Info.Science,2BG,3671
2020,1 E001 University Visveswariah College of Engineering Bangalore,IE Info.Science,3AG,3490
2020,1 E001 University Visveswariah College of Engineering Bangalore,IE Info.Science,3AK,18878
2020,1 E001 University Visveswariah College of Engineering Bangalore,IE Info.Science,3BG,3448
2020,1 E001 University Visveswariah College of Engineering Bangalore,IE Info.Science,GM,3128
2020,1 E001 University Visveswariah College of Engineering Bangalore,IE Info.Science,GMK,4238
2020,1 E001 University Visveswariah College of Engineering Bangalore,IE Info.Science,GMR,5405
2020,1 E001 University Visveswariah College of Engineering Bangalore,IE Info.Science,SCG,21395
2020,1 E001 University Visveswariah College of Engineering Bangalore,IE Info.Science,SCR,29121
2020,1 E001 University Visveswariah College of Engineering Bangalore,IE Info.Science,STG,8377
2020,1 E001 University Visveswariah College of Engineering Bangalore,IE Info.Science,STR,22182
2020,1 E001 University Visveswariah College of Engineering Bangalore,ME Mechanical,1G,18489
2020,1 E001 University Visveswariah College of Engineering Bangalore,ME Mechanical,1K,29529
2020,1 E001 University Visveswariah College of Engineering Bangalore,ME Mechanical,1R,25316
2020,1 E001 University Visveswariah College of Engineering Bangalore,ME Mechanical,2AG,17877
2020,1 E001 University Visveswariah College of Engineering Bangalore,ME Mechanical,2AR,18572
2020,1 E001 University Visveswariah College of Engineering Bangalore,ME Mechanical,2BG,24894
2020,1 E001 University Visveswariah College of Engineering Bangalore,ME Mechanical,2BR,32377
2020,1 E001 University Visveswariah College of Engineering Bangalore,ME Mechanical,3AG,13885
2020,1 E001 University Visveswariah College of Engineering Bangalore,ME Mechanical,3BG,13930
2020,1 E001 University Visveswariah College of Engineering Bangalore,ME Mechanical,3BK,15412
2020,1 E001 University Visveswariah College of Engineering Bangalore,ME Mechanical,3BR,18493
2020,1 E001 University Visveswariah College of Engineering Bangalore,ME Mechanical,GM,12233
2020,1 E001 University Visveswariah College of Engineering Bangalore,ME Mechanical,GMK,14593
2020,1 E001 University Visveswariah College of Engineering Bangalore,ME Mechanical,GMR,18159
2020,1 E001 University Visveswariah College of Engineering Bangalore,ME Mechanical,SCG,26243
2020,1 E001 University Visveswariah College of Engineering Bangalore,ME Mechanical,SCR,32096
2020,1 E001 University Visveswariah College of Engineering Bangalore,ME Mechanical,STG,19465
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CE Civil,1G,31679
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CE Civil,1R,32817
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CE Civil,2AG,26779
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CE Civil,2AR,27211
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CE Civil,2BG,23419
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CE Civil,3AG,21312
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CE Civil,3BG,22404
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CE Civil,3BR,23826
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CE Civil,GM,20465
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CE Civil,GMK,22399
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CE Civil,GMR,22347
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CE Civil,SCG,30392
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CE Civil,SCK,43734
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CE Civil,SCR,33957
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CE Civil,STG,27842
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CS Computers,1G,12126
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CS Computers,2AG,13805
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CS Computers,2AK,22162
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CS Computers,2AR,14600
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CS Computers,2BG,12819
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CS Computers,2BR,18117
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CS Computers,3AG,9927
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CS Computers,3AR,13070
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CS Computers,3BG,11511
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CS Computers,GM,9656
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CS Computers,GMK,11371
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CS Computers,GMR,11951
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CS Computers,SCG,24500
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CS Computers,SCR,28713
2020,2 E002 S K S J T Institute of Engineering. Bangalore,CS Computers,STG,13774
2020,2 E002 S K S J T Institute of Engineering. Bangalore,EC Electronics,1G,17723
2020,2 E002 S K S J T Institute of Engineering. Bangalore,EC Electronics,2AG,15713
2020,2 E002 S K S J T Institute of Engineering. Bangalore,EC Electronics,2AK,19030
2020,2 E002 S K S J T Institute of Engineering. Bangalore,EC Electronics,2AR,16198
2020,2 E002 S K S J T Institute of Engineering. Bangalore,EC Electronics,2BG,17922
2020,2 E002 S K S J T Institute of Engineering. Bangalore,EC Electronics,3AG,13420
2020,2 E002 S K S J T Institute of Engineering. Bangalore,EC Electronics,3BG,13831
2020,2 E002 S K S J T Institute of Engineering. Bangalore,EC Electronics,GM,12747
2020,2 E002 S K S J T Institute of Engineering. Bangalore,EC Electronics,GMK,13659
2020,2 E002 S K S J T Institute of Engineering. Bangalore,EC Electronics,GMR,14599
2020,2 E002 S K S J T Institute of Engineering. Bangalore,EC Electronics,SCG,28058
2020,2 E002 S K S J T Institute of Engineering. Bangalore,EC Electronics,SCK,28137
2020,2 E002 S K S J T Institute of Engineering. Bangalore,EC Electronics,SCR,37617
2020,2 E002 S K S J T Institute of Engineering. Bangalore,EC Electronics,STG,16788
2020,2 E002 S K S J T Institute of Engineering. Bangalore,EC Electronics,STR,23141
2020,2 E002 S K S J T Institute of Engineering. Bangalore,TX Textiles,1G,33349
2020,2 E002 S K S J T Institute of Engineering. Bangalore,TX Textiles,2AG,37271
2020,2 E002 S K S J T Institute of Engineering. Bangalore,TX Textiles,2AR,47914
2020,2 E002 S K S J T Institute of Engineering. Bangalore,TX Textiles,2BG,34184
2020,2 E002 S K S J T Institute of Engineering. Bangalore,TX Textiles,3AG,31821
2020,2 E002 S K S J T Institute of Engineering. Bangalore,TX Textiles,3BG,41727
2020,2 E002 S K S J T Institute of Engineering. Bangalore,TX Textiles,3BK,45262
2020,2 E002 S K S J T Institute of Engineering. Bangalore,TX Textiles,GM,30961
2020,2 E002 S K S J T Institute of Engineering. Bangalore,TX Textiles,GMR,41750
2020,2 E002 S K S J T Institute of Engineering. Bangalore,TX Textiles,SCG,57954
2020,2 E002 S K S J T Institute of Engineering. Bangalore,TX Textiles,SCR,59167
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",CE Civil,1G,11846
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",CE Civil,1R,19956
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",CE Civil,2AG,12621
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",CE Civil,2AR,13405
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",CE Civil,2BG,16066
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",CE Civil,3AG,8919
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",CE Civil,3BG,8310
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",CE Civil,3BR,10232
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",CE Civil,GM,8270
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",CE Civil,GMK,10564
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",CE Civil,GMR,9537
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",CE Civil,SCG,20585
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",CE Civil,SCK,25741
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",CE Civil,SCR,24217
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",CE Civil,STG,9336
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EC Electronics,1G,3321
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EC Electronics,2AG,1824
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EC Electronics,2AK,4041
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EC Electronics,2AR,2129
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EC Electronics,2BG,2516
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EC Electronics,2BR,6829
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EC Electronics,3AG,1347
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EC Electronics,3BG,1386
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EC Electronics,3BR,2264
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EC Electronics,GM,872
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EC Electronics,GMK,3129
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EC Electronics,GMR,2087
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EC Electronics,SCG,8220
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EC Electronics,SCR,11084
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EC Electronics,STG,8002
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EE Electrical,1G,6819
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EE Electrical,2AG,5115
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EE Electrical,2AR,5906
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EE Electrical,2BG,4725
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EE Electrical,3AG,4059
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EE Electrical,3AR,6034
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EE Electrical,3BG,4391
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EE Electrical,3BK,10504
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EE Electrical,GM,2478
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EE Electrical,GMK,8207
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EE Electrical,GMR,5079
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EE Electrical,SCG,14239
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EE Electrical,SCR,16816
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",EE Electrical,STG,7872
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",IM Ind. Engg.,1G,18694
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",IM Ind. Engg.,2AG,20963
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",IM Ind. Engg.,2AR,29781
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",IM Ind. Engg.,2BG,27057
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",IM Ind. Engg.,2BR,60666
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",IM Ind. Engg.,3AG,20690
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",IM Ind. Engg.,3BG,15662
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",IM Ind. Engg.,GM,14585
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",IM Ind. Engg.,GMK,27706
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",IM Ind. Engg.,GMR,24738
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",IM Ind. Engg.,SCG,58902
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",IM Ind. Engg.,SCR,63301
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",IM Ind. Engg.,STG,28234
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",IM Ind. Engg.,STK,45235
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",Mgmt. ME Mechanical,1G,9356
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",Mgmt. ME Mechanical,2AG,4596
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",Mgmt. ME Mechanical,2AR,9124
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",Mgmt. ME Mechanical,2BG,12097
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",Mgmt. ME Mechanical,3AG,4073
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",Mgmt. ME Mechanical,3AK,21614
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",Mgmt. ME Mechanical,3AR,11256
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",Mgmt. ME Mechanical,3BG,5782
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",Mgmt. ME Mechanical,3BR,8432
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",Mgmt. ME Mechanical,GM,2585
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",Mgmt. ME Mechanical,GMK,9852
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",Mgmt. ME Mechanical,GMR,7736
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",Mgmt. ME Mechanical,SCG,25338
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",Mgmt. ME Mechanical,SCR,25859
2020,"3 E003 B M S College of Engineering Basavanagudi,Bangalore",Mgmt. ME Mechanical,STG,10217
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CE Civil,1G,34116
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CE Civil,1R,38490
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CE Civil,2AG,33825
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CE Civil,2AK,37556
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CE Civil,2AR,35803
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CE Civil,2BG,41527
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CE Civil,3AG,25838
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CE Civil,3BG,26636
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CE Civil,3BR,37297
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CE Civil,GM,25426
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CE Civil,GMK,28971
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CE Civil,GMR,30801
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CE Civil,SCG,36997
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CE Civil,SCK,44069
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CE Civil,SCR,42137
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CE Civil,STG,33361
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CS Computers,1G,9420
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CS Computers,1R,14720
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CS Computers,2AG,9208
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CS Computers,2AK,11836
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CS Computers,2AR,12036
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CS Computers,2BG,6757
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CS Computers,3AG,5803
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CS Computers,3BG,6685
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CS Computers,3BR,9253
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CS Computers,GM,5646
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CS Computers,GMK,7343
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CS Computers,GMR,7905
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CS Computers,SCG,21086
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CS Computers,SCK,32962
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CS Computers,SCR,28785
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,CS Computers,STG,13423
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EC Electronics,1G,17632
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EC Electronics,1R,20742
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EC Electronics,2AG,13732
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EC Electronics,2AK,17535
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EC Electronics,2AR,15979
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EC Electronics,2BG,14842
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EC Electronics,2BR,21775
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EC Electronics,3AG,11395
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EC Electronics,3BG,11920
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EC Electronics,3BR,14374
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EC Electronics,GM,11274
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EC Electronics,GMK,13370
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EC Electronics,GMR,14300
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EC Electronics,SCG,30581
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EC Electronics,SCK,46206
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EC Electronics,SCR,40550
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EC Electronics,STG,15930
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,1G,18573
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,2AG,20871
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,2AR,23655
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,2BG,23197
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,2BR,31568
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,3AG,16239
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,3BG,17869
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,3BK,26013
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,3BR,21049
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,GM,15521
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,GMK,22976
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,GMR,19679
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,SCG,32108
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,SCR,32956
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,STG,18291
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst.,1G,39836
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst.,1K,67656
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst.,2AG,37218
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst.,2AR,39712
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst.,2BG,45268
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst.,2BR,78192
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst.,3AG,30981
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst.,3AR,38858
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst.,3BG,31366
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst.,GM,30073
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst.,GMK,37750
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst.,GMR,34899
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst.,SCG,60098
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst.,SCR,73589
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst.,STG,34900
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,Engg IM Ind. Engg.,1G,55622
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,Engg IM Ind. Engg.,2AG,51654
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,Engg IM Ind. Engg.,2AR,74642
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,Engg IM Ind. Engg.,2BG,59751
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,Engg IM Ind. Engg.,3AG,46932
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,Engg IM Ind. Engg.,3BG,56231
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,Engg IM Ind. Engg.,3BK,98920
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,Engg IM Ind. Engg.,3BR,96209
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,Engg IM Ind. Engg.,GM,44130
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,Engg IM Ind. Engg.,GMK,66832
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,Engg IM Ind. Engg.,GMR,47535
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,Engg IM Ind. Engg.,SCG,81852
2020,4 E004 Dr. Ambedkar Institute Of Technology Bangalore,Engg IM Ind. Engg.,SCR,84400
